pattern_id,raw_name,wrong_name,wrong_en,row_count,dish_examples,verdict,reason,row_ids
1,nước tương,nước,water,203,Tôm rim bơ tỏi | Cơm Chiên Gà Rau Củ,DIFFERENT,Nước tương và nước lọc là hai loại lỏng khác nhau,"20933,20946,20979,21145,21436,21481,21523,21563,21594,21633,21660,21889,22557,22830,22946,22969,23058,23109,23340,23767,23946,23974,24441,24457,25075,25378,26849,27123,27344,27819,27934,28296,28342,28535,28639,28721,29072,29165,29254,29492,29798,29823,29864,30098,30153,30167,30256,30345,30486,30504,31057,31077,31125,31155,31204,31307,31394,31455,31474,31548,31595,31645,31660,31716,31751,32091,32244,32322,32779,32850,32884,33065,33073,33154,33195,33255,33273,33431,33493,33689,33734,33930,33967,34029,34808,35270,35387,35480,35501,35512,35595,35695,35871,36815,36938,37019,37318,37381,37389,37512,37602,37634,37650,37813,38014,38086,38094,38315,38461,38618,38867,39037,39210,39238,39365,39385,39528,39551,40264,40634,40798,40804,41348,41388,42077,42149,42186,42263,42314,42436,42526,42665,42807,44709,46158,46466,46490,46549,46979,47339,47430,47501,47574,47821,47909,47917,48032,50083,51067,51112,51196,51242,51511,52871,52901,53196,53232,53550,53567,53625,53726,53815,53831,53843,54126,54302,54576,58495,60229,60892,60907,60913,60932,60998,61008,61077,61621,61652,61768,62028,62177,62185,62275,62319,62418,62441,62590,62876,62900,62925,63040,63274,63379,63486,63517,63664,63721,63765,63843,63915,63951,64100,64130"
785,khô cá lóc,kho cá,braised fish,1,Gỏi Xòai Xanh trộn khô cá lóc,DIFFERENT,"Khô cá lóc là nguyên liệu, kho cá là món",6455
797,Khô cá mặn chay không bắt buộc,Cá chày,chub fish,1,Canh Rau Cải Cúc Nấu Đơn Giản,DIFFERENT,Khô cá mặn chay khác cá chày (cá thật),6622
798,Cooking cream,đậu nành,soybeans,1,"Mì Ý Xốt Kem Cheese với Bacon, Nấm Mối và Bông Cải Xanh",DIFFERENT,Cooking cream từ sữa khác đậu nành,6644
800,nước màu thốt nốt,nước,water,1,Chà Bông Heo (Ruốc) Bằng Máy Làm Mochi,DIFFERENT,"Nước màu thốt nốt là gia vị, không phải nước",6742
802,thịt đùi,Thịt ba chỉ,pork belly,1,Heo quay giòn bì kiểu 3: không xăm bì hoặc ngâm giấm,DIFFERENT,Thịt đùi và thịt ba chỉ là hai phần khác nhau,6872
803,bột bắp,bột nếp,glutinous rice flour,1,Bánh trôi nước nhân thịt gà nấm và đậu xanh,DIFFERENT,Bột bắp và bột nếp có tính chất hoàn toàn khác,6890
810,nước cốt kẹo,gấc,gac fruit,1,Xôi thỏi vàng cá koi,DIFFERENT,Nước cốt kẹo và gấc hoàn toàn khác nhau,7073
811,lá rau tần dày,rau tần ô,chrysanthemum greens,1,Canh Chua Đầu Cá Mú Đen,DIFFERENT,Rau tần dày lá và rau tần ô khác nhau,7081
814,Rau cải thảo,cải thìa,bok choy,1,Miến xào rau nấm thanh nhẹ,DIFFERENT,Cải thảo và cải thìa là hai loại cải khác,7191
815,Pha mắm tôm,nước mắm,fish sauce,1,Bún Đậu Mắm Tôm Lòng Heo Luộc,DIFFERENT,Mắm tôm và nước mắm là hai loại mắm khác,7230
818,ường nâu,nấm bào ngư,oyster mushroom,1,Nấm Rơm khô rim mặn với tiêu xanh,DIFFERENT,Lỗi gõ 'đường nâu' không liên quan nấm bào ngư,7398
825,Nước hầm xương rau củ dashi,nước,water,1,Nui Chữ Nấu Thịt Băm (Món ăn sáng cho bé),DIFFERENT,Nước dùng dashi khác nước lọc thông thường,7640
826,Trái giác,khế,starfruit,1,Cá Nâu Kho Trái Giác Miền Tây,DIFFERENT,Trái giác và khế là hai loại quả khác nhau,7658
827,Bò băm,nạm bò,beef brisket,1,Nui Nơ Sốt Bò Cà Chua Bỏ Lò,DIFFERENT,Bò băm khác nạm bò nguyên miếng,7662
828,Hành phi,tỏi,garlic,1,Phở xào bò,DIFFERENT,Hành phi khác tỏi,7771
832,Phở sắn,củ đậu,jicama,1,Cá Nục Hấp Cuốn Rau Muống và Phở Sắn,DIFFERENT,"Phở sắn làm từ sắn, khác củ đậu (mận)",7881
833,Mắm tép,nước mắm,fish sauce,1,Thịt Ba Chỉ Xào Mắm Tép,DIFFERENT,Mắm tép khác hoàn toàn nước mắm,7914
837,tép tỏi,tép,small shrimp,1,Thịt bê xào lá lốt,DIFFERENT,Tép tỏi khác tép (động vật thủy sinh),8082
846,chả cá thu cá măng,chả cá lóc,fish cake,1,Canh Khổ Qua Dồn Chả Cá,DIFFERENT,Cá thu/măng khác cá lóc,8314
847,nước cốt chanh tắc,nước,water,1,Cá Mó Chiên Sả,DIFFERENT,Nước cốt chanh tắc khác nước lọc,8341
848,Mắm cá,nước mắm,fish sauce,1,Mắm chưng - Trứng thịt,DIFFERENT,Mắm cá (dạng đặc) khác nước mắm (lỏng),8342
853,mắm cá linh,nước mắm,fish sauce,1,Thịt heo luộc- mắm đu đủ,DIFFERENT,Mắm cá linh khác nước mắm,8416
863,củ hành,bột hành,Onion powder,1,Khoai môn bọc thịt chiên giòn,DIFFERENT,Củ hành tươi khác bột hành khô,8552
864,cá trác,cá tra,pangasius,1,Cá trác kho dưa môn,DIFFERENT,Cá trác và cá tra là hai loài khác nhau,8553
865,dưa môn,khoai môn,taro,1,Cá trác kho dưa môn,DIFFERENT,Dưa môn (dọc mùng muối) khác củ khoai môn,8554
877,Nấm trùng thảo,mực,squid,1,Mướp hương xào nấm trùng thảo,DIFFERENT,Nấm trùng thảo khác hoàn toàn mực,8722
884,cá diêu hồng chay gr,Cá chày,chub fish,1,Cá diêu hồng chay sốt cà chua,DIFFERENT,Cá diêu hồng chay khác cá chày thật,8855
889,má đùi gà,nấm đùi gà,king oyster mushroom,1,NẤM nhồi thịt gà hấp,DIFFERENT,Má đùi gà khác nấm đùi gà,8952
890,dưa hường,dưa lưới,Cantaloupe,1,Canh dưa hường nấu nấm kim châm,DIFFERENT,Dưa hường (dưa non) khác dưa lưới,8956
893,Hành boaro,hành lá,green onion,1,Nui xào bò,DIFFERENT,Hành boaro (tỏi tây) khác hành lá,9010
896,Chả quế,chả huế,hue sausage,1,SP.0995 - Bò Bía Mặn,DIFFERENT,Chả quế và chả huế là hai loại khác nhau,9050
897,Hột gà,bột gà,chicken powder,1,SP.0995 - Bò Bía Mặn,DIFFERENT,Hột gà (trứng) khác bột gà (gia vị),9052
899,Mật dừa nước,mật ong,Honey,1,SP.0995 - Bò Bía Mặn,DIFFERENT,Mật dừa nước khác mật ong,9082
901,ầu hành boaro,nấm mèo,wood ear mushroom,1,Tàu Hũ Ky Cuộn Kho Thơm Nấm (Món chay),DIFFERENT,"Đầu hành boaro là rau, nấm mèo là nấm",9135
902,mắm Cá Trèn,nước mắm,fish sauce,1,Mắm Cá Trèn Trộn Thịt Luộc,DIFFERENT,"Mắm cá trèn là mắm nguyên con, khác nước mắm",9200
903,rau ngò,rau om,rice paddy herb,1,Miến Xào Nấm Lộc Nhung Chay,DIFFERENT,Rau ngò (ngò rí) khác hoàn toàn rau om,9217
906,Hành tím ớt đỏ,hành tím,shallot,1,Cá bống kho khô với nghệ,DIFFERENT,"Gồm cả hành và ớt, không chỉ hành tím",9394
907,gạch cua,Trứng cua,Crab roe,1,Lẩu Riêu Cua Đồng Bắp Bò Ngày Quốc Khánh 2/9,DIFFERENT,"Gạch cua là gan tụy, không phải trứng cua",9412
908,chả bì ớt xiêm xanh,ớt xanh,green chili,1,Lẩu Riêu Cua Đồng Bắp Bò Ngày Quốc Khánh 2/9,DIFFERENT,"Chả bì ớt xiêm là món ăn, không phải nguyên liệu ớt",9435
911,cải hồng,cải ngọt,choy sum,1,🌱 Bún Đậu Hủ Nước Tương Trộn Rau Củ,DIFFERENT,Cải hồng và cải ngọt là hai loại cải khác nhau,9484
915,Hành lá ngò rí,rau ngò rí,coriander leaves,1,Xíu Mại Trứng Cút Da Heo,DIFFERENT,Gồm cả hành lá và ngò rí,9543
919,nước cốt dừa tươi,nước dừa,coconut water,1,RAU CÂU nhãn tươi,DIFFERENT,Nước cốt dừa khác nước dừa (nước trong quả),9610
920,Lá bắp cải hành lá,lá bắp cải,cabbage leaves,1,"Cải bắp cuộn tôm, thịt",DIFFERENT,Gồm cả bắp cải và hành lá,9616
923,Chanh ớt,chanh trà,tea lemon,1,Bánh canh xương sụn chả cá,DIFFERENT,Chanh ớt khác chanh trà (một loại chanh cụ thể),9720
924,lá Basil,Mè (Vừng),sesame seeds,1,Súp Chua Cá Hồng Biển Hương Vị Địa Trung Hải,DIFFERENT,"Lá Basil là húng tây, khác hoàn toàn mè",9807
926,dụm heo,hành lá,green onion,1,Dụm heo hầm,DIFFERENT,Dụm heo (móng heo) không phải hành lá,9876
929,ốc bươu,nước,water,1,Ốc Bươu Nhồi Thịt Hấp,DIFFERENT,"Ốc bươu là động vật, khác nước",9926
930,Tỏi ớt chanh gừng,tỏi gừng,garlic ginger,1,Nạm bò luộc,DIFFERENT,"Gồm 4 loại, không chỉ có tỏi gừng",9939
933,Hành tím hành lá cắt nhỏ,hành tím,shallot,1,Canh bí đao (bí xanh) nấu thịt bằm đơn giản,DIFFERENT,Gồm cả hành tím và hành lá,9969
934,tàu hũ trắng,đậu hũ trứng,egg tofu,1,Tôm hấp tàu hũ trắng sauce nước tương,DIFFERENT,"Tàu hũ trắng làm từ đậu nành, khác đậu hũ trứng",9990
937,tim gan cật heo,tim heo,pork heart,1,Mì Trứng Trộn Sốt Nấm Hương,DIFFERENT,"Gồm tim, gan, cật; không chỉ có tim",10001
938,t sừng rau răm,rau răm,vietnamese coriander,1,Măng le kho nước tương rau răm,DIFFERENT,Gồm ớt sừng và rau răm,10055
942,tinh bột khoai tây,khoai tây,potato,1,Thịt chiên xù chấm sốt chua ngọt,DIFFERENT,Tinh bột khoai tây khác củ khoai tây tươi,10110
943,xà lách ta,xà lách tím,red lettuce,1,Rau sống sốt chanh dây,DIFFERENT,Xà lách ta (xà lách mỡ) khác xà lách tím,10211
946,nấm mỡ nấm đông cô,nấm hương,shiitake mushroom,1,Canh gà phi lê nấu cải bẹ và nấm mỡ,DIFFERENT,Gồm nấm mỡ và nấm đông cô,10336
954,bột rau câu agar,bún,rice vermicelli,1,Rau câu nhãn,DIFFERENT,Bột rau câu agar khác hoàn toàn bún,10565
955,bò xay,nạm bò,beef brisket,1,Bánh Mì Bò Phô Mai,DIFFERENT,Bò xay khác nạm bò (nguyên miếng),10591
956,bao tử cá basa,Bong bóng cá,Fish maw,1,Bao tử CÁ BASA khìa nước dừa,DIFFERENT,Bao tử cá khác bong bóng cá,10593
959,Nước sốt tương dầu hành,nước tương,Soy sauce,1,Mực Ống Nhỏ Nhồi Thịt Sốt Tương Dầu Hành,DIFFERENT,Sốt tương dầu hành khác nước tương nguyên chất,10623
960,ậu phụ trắng,đậu hũ trứng,egg tofu,1,Đậu Phụ Tứ Xuyên Mapo Tofu 麻婆豆腐,DIFFERENT,Đậu phụ trắng khác đậu hũ trứng,10659
967,rau rocket hoặc spinach,nước,water,1,"Salad rau rocket, salami, táo, lê và Burrata",DIFFERENT,"Rau rocket/spinach là rau, khác nước",10814
969,wonton noodles lá mì,bún hoành thánh,wonton noodles,1,"Wonton, seafood noodles, crispy chicken (hoành thánh, mì hải sản, gà giòn)",DIFFERENT,Mì hoành thánh khác bún hoành thánh,10824
970,tay nấm nhung hươu khô,nấm kim châm,enoki mushroom,1,🌱 Canh Rau Dền Nấu Nấm Lộc Nhung Khô,DIFFERENT,Nấm nhung hươu khác nấm kim châm,10844
971,hột gà,bột gà,chicken powder,1,SP.0969 - Hột Gà Chiên Thịt Heo Bằm,DIFFERENT,Hột gà (trứng) khác bột gà (gia vị),10861
976,trứng cua,trứng cá,fish roe,1,Sủi cảo xíu mại cua,DIFFERENT,Trứng cua khác trứng cá,11042
977,Bánh đa mì gạo phở khô,bánh phở,pho noodles,1,Bánh đa rau ngót chả rong biển,DIFFERENT,Bánh đa/mì gạo khác bánh phở,11069
981,dầu mè,dầu hẹ,chive oil,1,"Canh Hẹ, Đậu Hũ Trứng Nấu Nấm Rơm",DIFFERENT,Dầu mè khác dầu hẹ,11154
983,tôm he,tôm sú,shrimp,1,Tôm nõn rim tiêu,DIFFERENT,Tôm he và tôm sú là hai loài khác nhau,11159
987,tôm trứng rang,ram tôm,shrimp rolls,1,Rau tầm bóp nấu tôm trứng,DIFFERENT,Tôm trứng rang khác món ram tôm,11196
989,Dầu oliu dầu hào,dầu hào,oyster sauce,1,Bạch tuộc xào nấm,DIFFERENT,Gồm dầu oliu và dầu hào,11256
993,Hành lá thìa là,hành lá,green onion,1,Bún tôm Hải Phòng,DIFFERENT,Gồm hành lá và thìa là,11380
995,Hành tây hành lá rau răm,hành tây,onion,1,Mì Quảng gà cá tôm,DIFFERENT,"Gồm hành tây, hành lá, rau răm",11402
996,hành tím tỏi,hành tím,shallot,1,Mì Quảng gà cá tôm,DIFFERENT,Gồm cả hành và tỏi,11403
999,mắm cá,nước mắm,fish sauce,1,Cà tím bung với cá bông lau,DIFFERENT,Mắm cá (mắm nguyên con) khác nước mắm,11482
1000,ường trắng,Trứng gà,Chicken Egg,1,Bánh bao thịt trứng cút truyền thống,DIFFERENT,Đường trắng khác hoàn toàn trứng gà,11506
1001,mấy lát gừng,lá gừng,ginger leaves,1,Canh Cá Dưa Chua Tứ Xuyên nhái Hảo La Má La,DIFFERENT,"Lát gừng là củ, khác hoàn toàn lá gừng",11534
1002,tắc hoặc trái chanh,nước,water,1,💚 Cơm Taco Okinawa Chay Với Đậu Hủ (Vegan),DIFFERENT,"Tắc/chanh là quả chua, không phải nước lọc",11539
1004,Ngò,bột ngò,coriander powder,1,Dưa gang trộn tôm bóc nõn,DIFFERENT,"Ngò là rau tươi, bột ngò là gia vị khô",11582
1007,nấm mỡ,nấm rơm,straw mushroom,1,Lẩu thịt rau củ,DIFFERENT,Nấm mỡ và nấm rơm là hai loại khác nhau,11611
1012,tàu hũ chiên,tàu hũ ky,tofu skin,1,Canh nấm kim châm rau thì là,DIFFERENT,Tàu hũ chiên khác hoàn toàn tàu hũ ky,11713
1015,phomai hải sản,hải sản,seafood,1,Viên hải sản chiên kèm ớt chuông xào hành tây,DIFFERENT,Phô mai hải sản là hỗn hợp chế biến,11850
1018,thịt bò phần sườn,ức gà,chicken breast,1,Thịt bò luộc #healthy,DIFFERENT,Sườn bò khác hoàn toàn ức gà,11946
1019,Bột thính,bột hành,Onion powder,1,Nem thính chay từ nấm đùi gà,DIFFERENT,"Thính làm từ gạo, không phải bột hành",11962
1021,xíu vừng,dầu vừng,sesame oil,1,"Gỏi măng tây, thịt bò",DIFFERENT,"Vừng là hạt, dầu vừng là chất lỏng",12028
1024,sốt lẩu chua hải sản,sốt chua ngọt,sweet sour sauce,1,Lẩu cá diêu hồng chua cay dịp 30.4,DIFFERENT,Sốt lẩu Thái khác sốt chua ngọt,12172
1027,bánh đa,bánh phở,pho noodles,1,Lẩu cua đồng,DIFFERENT,Bánh đa và bánh phở là hai loại khác,12193
1029,khoai tím,khoai từ,yam,1,Khoai Tím Nấu Chả Mọc Tôm,DIFFERENT,Khoai tím và khoai từ là hai loại khác,12250
1030,lá é trắng,rau basil,basil,1,Canh Cá Dìa Nấu Lá É,DIFFERENT,Lá é và basil là hai loại khác nhau,12266
1036,Củ cải trắng cà rốt,cải thảo,napa cabbage,1,"Bún chả cá, thịt bằm",DIFFERENT,"Củ cải, cà rốt khác hoàn toàn cải thảo",12425
1039,ngồng su hào,rau cải ngồng,choy sum,1,Ngồng su hào xào thịt bò,DIFFERENT,Ngồng su hào khác hoàn toàn cải ngồng,12462
1042,thịt xay rang,thịt bò,beef,1,Mì trộn bò xào,DIFFERENT,Thịt xay (thường heo) khác thịt bò,12517
1053,bánh đa nắm,bánh tráng,rice paper,1,"Bánh đa tôm, mọc, chả cá",DIFFERENT,Bánh đa khác hoàn toàn bánh tráng,12982
1066,súp lơ trắng,cải thảo,napa cabbage,1,Súp lơ trắng xào tôm nấm,DIFFERENT,Súp lơ trắng khác hoàn toàn cải thảo,13242
1069,nước hầm xương gà,nước,water,1,Rau thù lù (hoặc tầm bóp) nấu gà,DIFFERENT,Nước hầm xương gà khác nước lọc,13298
1071,mắm dì Cẩn,nước mắm,fish sauce,1,Bún cá cuốn chấm mắm dì Cẩn 🤤,DIFFERENT,"Mắm dì Cẩn là mắm nêm, không phải nước mắm",13385
1073,Hạt mít,nước,water,1,Hạt mít kho tiêu rau răm,DIFFERENT,"Hạt mít là chất rắn, không phải nước",13412
1080,thịt luộc,thịt nguội,ham,1,Salad thịt luộc vét tủ lạnh,DIFFERENT,Thịt luộc tươi khác thịt nguội chế biến,13470
1083,Cá phèn hồng,cá diêu hồng,tilapia,1,Cá phèn um muối ớt,DIFFERENT,Cá phèn hồng khác hoàn toàn cá diêu hồng,13514
1091,Nước hầm xương gà,nước,water,1,Súp Bắp Cua,DIFFERENT,Nước hầm gà khác nước lọc,13638
1097,mắm cá linh xay,nước mắm,fish sauce,1,Mắm cá linh chưng thịt trứng,DIFFERENT,Mắm cá linh khác hoàn toàn nước mắm,13834
1099,nấm mỡ nâu,nấm bào ngư,oyster mushroom,1,Bò Wellington,DIFFERENT,Nấm mỡ nâu khác hoàn toàn nấm bào ngư,13839
1103,Hành lá rau răm thì là,rau răm,vietnamese coriander,1,"Đầu, đuôi cá lăng nấu canh chua",DIFFERENT,"Hỗn hợp nhiều loại rau, không chỉ rau răm",13891
1104,Gừng hành khô tỏi,hành tỏi,garlic and onion,1,"Đầu, đuôi cá lăng nấu canh chua",DIFFERENT,"Hỗn hợp có gừng, hành, tỏi",13892
1106,Nấm lộc nhung,nấm kim châm,enoki mushroom,1,Đậu que xào nấm lộc nhung,DIFFERENT,Nấm lộc nhung khác hoàn toàn nấm kim châm,13943
1107,Bột khoai tây,khoai tây,potato,1,Thịt chiên ăn cùng sốt chua ngọt,DIFFERENT,Bột khoai tây khác hoàn toàn củ khoai tây,13944
1109,to hành baro,nấm mèo,wood ear mushroom,1,Bánh gạo cay ăn kèm ba chỉ bò áp chảo,DIFFERENT,Hành baro khác hoàn toàn nấm mèo,14001
1110,tôm,tôm viên,shrimp balls,1,Canh bắp cải nấu tôm thịt viên,DIFFERENT,Tôm tươi khác hoàn toàn tôm viên chế biến,14015
1111,củ gừng to,củ nghệ,turmeric root,1,Thịt má heo kho nghệ rất ngon mà không ngấy,DIFFERENT,Gừng và nghệ là hai loại củ khác nhau,14027
1112,trứng chiên thịt,Trứng gà,Chicken Egg,1,Bún trộn thịt viên,DIFFERENT,"Trứng chiên thịt là món ăn, không phải trứng gà",14048
1113,nhân khổ qua,Thịt băm,Minced pork,1,Canh bắp cải nấu thịt mộc nhĩ,DIFFERENT,Nhân khổ qua khác hoàn toàn thịt băm,14049
1115,thính gạo rang,bột gạo,rice flour,1,Nấm Đùi Gà Trộn Thính,DIFFERENT,Thính gạo khác hoàn toàn bột gạo sống,14072
1116,cá mặn chay nhỏ không bắt buộc,Cá chày,chub fish,1,Cơm chiên rong biển cá mặn chay,DIFFERENT,Cá mặn chay khác hoàn toàn cá chày,14089
1117,Củ nén củ hành tím,hành tím,shallot,1,Cá Bống Đồng Kho Cay,DIFFERENT,Hỗn hợp củ nén và hành tím,14097
1118,mùi ta,ngò gai,culantro,1,Su su cà rốt xào tôm,DIFFERENT,Mùi ta (ngò rí) khác hoàn toàn ngò gai,14129
1122,Nấm lộc nhung khô không bắt buộc,nấm kim châm,enoki mushroom,1,Soup khoai tây kem nấm,DIFFERENT,Nấm lộc nhung khác hoàn toàn nấm kim châm,14164
1123,rau cải ngọt,rau cải đắng,bitter greens,1,Gỏi gà rau cải ngọt,DIFFERENT,Cải ngọt khác hoàn toàn cải đắng,14180
1124,Hành lá răm thì là,rau răm,vietnamese coriander,1,Cá sốt cà chua,DIFFERENT,Hỗn hợp nhiều loại lá thơm,14184
1125,đậu que cà rốt,cà rốt,carrot,1,Đậu hũ hấp rau củ,DIFFERENT,Hỗn hợp đậu que và cà rốt,14263
1131,hành poro băm,rau răm,vietnamese coriander,1,Tảo Xoắn Xào Rau Răm Chay,DIFFERENT,Hành poro khác hoàn toàn rau răm,14300
1137,giấm ăn,dầu giấm,vinaigrette,1,"TAI, MŨI heo ngâm nước mắm",DIFFERENT,Giấm ăn khác hoàn toàn sốt dầu giấm,14363
1156,Tỏi băm gia vị,gia vị,seasoning,1,"Phở (bánh đa) xào rau bò khai, thịt bò",DIFFERENT,"Tỏi băm là nguyên liệu cụ thể, không chỉ gia vị",14823
1158,thịt nướng,heo quay,roast pork,1,Bánh phở cuốn thịt nướng,DIFFERENT,Thịt nướng khác hoàn toàn heo quay,14835
1159,má đui ga,nấm đùi gà,king oyster mushroom,1,Mì Udon Gà Và Nấm Đông Cô,DIFFERENT,"Má đùi gà là thịt, khác nấm đùi gà",14868
1163,bột tỏi bột hành,bột hành,Onion powder,1,Mực tẩm bột chiên giòn đơn giản,DIFFERENT,Hỗn hợp bột tỏi và bột hành,14905
1165,nước ấm,nước mẻ,fermented rice sauce,1,Sườn Heo Nướng Tảng,DIFFERENT,Nước ấm khác hoàn toàn nước mẻ,14923
1166,Nước trộn,nước mắm,fish sauce,1,Phở Sắn Trộn Thịt Bò,DIFFERENT,Nước trộn gỏi khác hoàn toàn nước mắm,14938
1167,con ruốc,mắm ruốc,shrimp paste,1,Canh rau tần ô nấu con ruốc,DIFFERENT,Con ruốc khô/tươi khác mắm ruốc lên men,14998
1168,riềng sả,riềng,galangal,1,Cá trứng kho,DIFFERENT,"Hỗn hợp riềng sả, không chỉ riềng",15000
1169,thịt bắp giò,nấm hương,shiitake mushroom,1,"Thịt bắp giò kho măng, nấm hương",DIFFERENT,Thịt bắp giò khác hoàn toàn nấm hương,15046
1173,ớt xắt,ớt xanh,green chili,1,Mì Gói Nấm Lộc Nhung Chay,DIFFERENT,"Ớt xắt thường là ớt đỏ, không phải ớt xanh",15137
1176,hành poro băm nhỏ,rau răm,vietnamese coriander,1,Mì Xào Nấm Chay,DIFFERENT,Hành poro khác hoàn toàn rau răm,15143
1178,hành khô to,hành tỏi,garlic and onion,1,Chả tôm mực viên chiên xù,DIFFERENT,Hành khô khác hoàn toàn tỏi,15171
1179,rau nhút,rau muống,water spinach,1,Dưa chua rau nhút,DIFFERENT,Rau nhút khác hoàn toàn rau muống,15195
1183,tỏi phi hoặc hành phi,nấm mèo,wood ear mushroom,1,Canh Chua Khô Ức Cá Basa,DIFFERENT,Tỏi/hành phi khác hoàn toàn nấm mèo,15255
1184,hành poro,hành lá,green onion,1,Nấm Lộc Nhung và Tảo Xoắn Xào Sả Ớt Chay,DIFFERENT,Hành poro khác hoàn toàn hành lá,15259
1193,lạt,bơ,butter,1,Nấm đùi gà xào bơ tỏi,DIFFERENT,"Lạt (bơ lạt) là tính chất, không phải bơ",15461
1194,thit bo,tim bò,beef heart,1,Phở Cuốn Bò Xào,DIFFERENT,Thit bo (thịt bò) khác hoàn toàn tim bò,15469
1197,tương hôt,tương ớt,chili sauce,1,Đậu hủ kho tương,DIFFERENT,Tương hột khác hoàn toàn tương ớt,15535
1200,Rau mùi tàu,rau mùi,coriander leaves,1,Đậu phụ om cà chua,DIFFERENT,Mùi tàu (ngò gai) khác rau mùi (ngò rí),15591
1204,tắc vắt nước cốt,nước cốt chanh,lime juice,1,"Canh Chua Chả Cá Hố, Rau Sam, Bông Giờ",DIFFERENT,Nước cốt tắc khác với nước cốt chanh,15976
1213,nấm mỡ trắng,nấm bào ngư,oyster mushroom,1,Nui Sốt Kem Nấm Thì Là & Cá Hồi Gravlax,DIFFERENT,Nấm mỡ và nấm bào ngư là hai loài khác,16195
1219,mỡ hành,mỡ heo,lard,1,Bún thịt nướng đậu hũ,DIFFERENT,"Mỡ hành gồm hành và dầu/mỡ, khác mỡ heo thuần",16367
